Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
SC - verify shopping cart - clicking on the trash will delete that product in the cart,N2-60,10302,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 4:22 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,shoppingcart, clicking on the trash will delete that product in the cart,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: ' sản phẩm bị xóa',,,,,,,,,,,,,,system display: ' sản phẩm bị xóa',,,,,0|i000ts:,,N2 Sprint 3,,,,,,,,Integration,click vào hình thùng rác,Pass,,,To Do
IPF25 - Verify If add products to cart Check display confirm before adding and transferring data to database,N2-59,10301,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 4:20 PM,06/Jan/23 5:25 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,"- Show message added successfully
- Product added to database and cart page",,,,,,,,,,,,,,"- Show message added successfully
- Product added to database and cart page",,,,,0|i000ty:zzz,,N2 Sprint 2,,,,,,,,Integration,"1) Select the product you want to add to cart
2) Press the add to cart button",Pass,,,To Do
NA06 - Verify Customer Name - Customer Name is required,N2-58,10300,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Kim Ngân Phan,62995e9b2eafc9006eed5daf,06/Jan/23 4:17 PM,13/Mar/23 11:17 PM,15/Mar/23 9:27 PM,,,0,NewAccount,"This testcase is designed to test the feature that requires entering customer information, namely *Customer Name* when performing some operations on the system. This helps to ensure that customer information is fully and accurately updated in the system.

!image-20230313-135836.png|width=531,height=398!",,Kim Ngân Phan,,62995e9b2eafc9006eed5daf,,,,,,,,,,13/Mar/23 9:02 PM;62b44cfd5479e75d631d6f97;image-20230313-135836.png;https://nguyenthanhluan.atlassian.net/secure/attachment/10004/image-20230313-135836.png,- Can still register the normal,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Customer Name is required""",,,,,0|i000ty:zzzzz,,N2 Sprint 1,,,,,,,,Unit,"1) Enter customer information without entering Customer Name
2) Click button register
3) Check the error message displayed on the user interface.",Fail,,,To Do
SC - verify shopping cart - after clicking on cart logo or word go to cart page,N2-57,10299,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 4:17 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,shoppingcart, after clicking on cart logo or word go to cart page,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: 'đi vào trang giỏ hàng',,,,,,,,,,,,,,system display: 'đi vào trang giỏ hàng',,,,,0|i000wv:,,N2 Sprint 3,,,,,,,,Integration,b1: click vào logo và chữ giỏ hàng,Pass,,,To Do
SC - verify buy now - after clicking buy now the product will be added to the cart and go to the cart page,N2-55,10297,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 4:14 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,buynow,after clicking buy now the product will be added to the cart and go to the cart page,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: đến trang thanh toán và sản phẩm được thêm vô giỏ hàng ,,,,,,,,,,,,,,system display: đến trang thanh toán và sản phẩm được thêm vô giỏ hàng ,,,,,0|i000wn:,,N2 Sprint 3,,,,,,,,Integration,b1: click mua ngay,Pass,,,To Do
IPF24 - Verify If enter search full product name,N2-52,10294,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 4:10 PM,06/Jan/23 5:29 PM,15/Mar/23 9:27 PM,,,0,,Vd search: Laptop HP Pavilion 15-eg1037TU,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,Only 1 product is displayed,,,,,,,,,,,,,,Only 1 product is displayed,,,,,0|i000ty:zzu,,N2 Sprint 2,,,,,,,,Integration,"1) Enter the full name of a product
2) Press search",Pass,,,To Do
IPF23 - Verify If enter search only one word in database,N2-51,10293,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 4:09 PM,06/Jan/23 5:30 PM,15/Mar/23 9:27 PM,,,0,,vd search: Acer,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,Show all products containing the searched keyword,,,,,,,,,,,,,,Show all products containing the searched keyword,,,,,0|i000ty:zzqzzr,,N2 Sprint 2,,,,,,,,Integration,"1) Enter a search of just 1 word in the product name
2) Click search",Pass,,,To Do
IPF22 - Verify If enter search with special characters or characters not in the database,N2-50,10292,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 4:07 PM,06/Jan/23 5:34 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,"Error message: ""No content found with keyword ""..."" . Please search with another keyword.""",,,,,,,,,,,,,,"Error message: ""No content found with keyword ""..."" . Please search with another keyword.""",,,,,0|i000ty:zzqzzi,,N2 Sprint 2,,,,,,,,Integration,"1) Enter a search with a special character or a keyword that is not in the product database
2) Click search search",Pass,,,To Do
NA01 - Verify Customer SurName- Customer Surname is required,N2-49,10291,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Kim Ngân Phan,62995e9b2eafc9006eed5daf,06/Jan/23 4:07 PM,13/Mar/23 9:59 PM,15/Mar/23 9:27 PM,,,0,NewCustomer,"This testcase is designed to test the feature that requires entering customer information, namely *Customer Surname* when performing some operations on the system. This helps to ensure that customer information is fully and accurately updated in the system.

surname:  (blank)

name: phu

email: [tranphu0@gmail.com|mailto:tranphu0511@gmail.com]

password: phu12

re-enter the password: phu12

!image-20230313-135836.png|width=531,height=398!",,Kim Ngân Phan,Phú Em Trần Thanh,62995e9b2eafc9006eed5daf,62b44cfd5479e75d631d6f97,,,,,,,,,13/Mar/23 8:58 PM;62b44cfd5479e75d631d6f97;image-20230313-135836.png;https://nguyenthanhluan.atlassian.net/secure/attachment/10003/image-20230313-135836.png,- Can still register the normal,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""The customer surname is required""",,,,,0|i000ty:zzqzz,,N2 Sprint 1,,,,,,,,Unit,"1) Enter customer information without entering Customer Surname
2) Click button register
3) Check the error message displayed on the user interface.",Fail,,,To Do
"SC -  verify add cart - if you click add to cart, the message has been added to the cart and the product has been added",N2-48,10290,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 4:06 PM,13/Mar/23 11:35 PM,15/Mar/23 9:27 PM,,,0,addcart,"if you click add to cart, the message has been added to the cart and the product has been added",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display : 'cảm ơn bạn sản phẩm đã được thêm vào giỏ hàng thành công ',,,,,,,,,,,,,,system display : 'sản phẩm đã được thêm vào giỏ hàng' ,,,,,0|i000ty:zs,,N2 Sprint 3,,,,,,,,,b1: click thêm vào giỏ hàng,Pass,,,To Do
IPF21 - Verify If Password entered should does not exist in the database,N2-47,10289,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 4:05 PM,14/Mar/23 5:41 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,"- Error message: ""Invalid login information.""",,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Invalid login information.""",,,,,0|i000ty:zzqzw,,N2 Sprint 2,,,,,,,,Integration,"1) Enter the wrong password with the registered password
2) Click login",Pass,,,To Do
IPF20 - Verify If Account Email entered should does not exist in the database,N2-46,10288,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 4:04 PM,14/Mar/23 5:42 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,"- Error message: ""Invalid login information.""",,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Invalid login information.""",,,,,0|i000ty:zzqzx,,N2 Sprint 2,,,,,,,,Integration,"1) Enter the wrong email with the registered email 
2) Click login",Pass,,,To Do
"SC - verify compare - after pressing the compare button, the 2 products in the cart will be compared",N2-45,10287,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 4:02 PM,13/Mar/23 11:35 PM,15/Mar/23 9:27 PM,,,0,compare," after pressing the compare button, the 2 products in the cart will be compared",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system dislpay 'Show comparison information of 2 products,,,,,,,,,,,,,,"system dislpay 'Show comparison information of 2 products
",,,,,0|i000ty:zt,,N2 Sprint 3,,,,,,,,,b1: click so sánh,Pass,,,To Do
"SC - verify compare - if you add 3 compare products, it says there can only be 2 compare products",N2-43,10285,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:56 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,compare," if you add 3 compare products, it says there can only be 2 compare products",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display : ' remove 2nd product and add new product',,,,,,,,,,,,,,system display 'Only 2 products can be compared',,,,,0|i000vr:,,N2 Sprint 3,,,,,,,,Integration,b1 : click vào thêm vào danh sách so sánh của sản phẩm,Fail,,,To Do
IPF19 - Verify If Password  - The Re-enter password field should be the same as the password field above,N2-42,10284,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:56 PM,14/Mar/23 5:41 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"Error message: ""The password re-enter field is not the same as the password field above""",,,,,0|i000ty:zzqzv,,N2 Sprint 2,,,,,,,,Integration,"1) Enter the password re-enter field that is not the same as the password field above
2) click register",Fail,,,To Do
IPF18 - Verify If Password - First character can not have space,N2-41,10283,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:56 PM,14/Mar/23 5:41 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"Error message: ""The first letter of the password must not contain a space""",,,,,0|i000ty:zzqzr,,N2 Sprint 2,,,,,,,,Integration,"1) Enter a password with a space in the first letter
2) Click register",Fail,,,To Do
IPF17 - Verify If Password  must have 5 Digits,N2-40,10282,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:55 PM,14/Mar/23 5:41 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""required Password must be 6 digits""",,,,,0|i000ty:zzqzi,,N2 Sprint 2,,,,,,,,Integration,1) Enter a password less than 5 characters,Fail,,,To Do
IPF16 - Verify If Password – Special characters are not allowed,N2-39,10281,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:55 PM,14/Mar/23 5:41 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Not enter Special characters are not allowed""",,,,,0|i000ty:zzqz,,N2 Sprint 2,,,,,,,,Integration,1) enter Special characters are not allowed,Fail,,,To Do
IPF15 - Verify If Password must not be blank,N2-38,10280,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:54 PM,14/Mar/23 5:40 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Password field cannot be empty""",,,,,0|i000ty:zzqy,,N2 Sprint 2,,,,,,,,Integration,"1) Leave the password blank
2) Click register",Fail,,,To Do
SC - verify compare - after clicking the plus button compare the product is added to the comparison list,N2-37,10279,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:53 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,compare,after clicking the plus button compare the product is added to the comparison list,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display : 'Products added to compare',,,,,,,,,,,,,,system display : 'Products added to compare',,,,,0|i000vb:,,N2 Sprint 3,,,,,,,,Integration,b1: click vào thêm vào so sánh,Pass,,,To Do
IPF14 - Verify If Password - Characters are not allowed,N2-36,10278,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:52 PM,14/Mar/23 5:40 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Password field cannot enter unauthorized characters""",,,,,0|i000ty:zzqx,,N2 Sprint 2,,,,,,,,Integration,"1) Enter unauthorized characters in the password
2) click register",Fail,,,To Do
IPF13 - Verify If Email first character can not have space,N2-35,10277,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:52 PM,14/Mar/23 5:39 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""The first character email field cannot be empty""",,,,,0|i000ty:zzqv,,N2 Sprint 2,,,,,,,,Integration,"1) Enter an email whose first character is a space
2) Click register",Fail,,,To Do
IPF12 - Verify If Email is not valid,N2-34,10276,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:51 PM,14/Mar/23 5:39 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""The correct email field is required""",,,,,0|i000ty:zzqr,,N2 Sprint 2,,,,,,,,Integration,"1) Enter email in incorrect format
2) click register",Fail,,,To Do
IPF11 - Verify If Email must not be blank,N2-33,10275,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:51 PM,14/Mar/23 5:39 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Email field cannot be empty""",,,,,0|i000ty:zzqi,,N2 Sprint 2,,,,,,,,Integration,"1) Leave the email field blank
2) Click register",Fail,,,To Do
"SC -verify review - if you leave the title of the review blank and the content of the review is displayed, please fill in the information",N2-32,10274,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:49 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,review,"if you leave the title of the review blank and the content of the review is displayed, please fill in the information

data test:

sdt:0348455990

tiêu đề:

nội dung:",,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,"system display:""Please enter your review title!
Vui lòng nhập nội dung đánh giá của bạn! ' ",,,,,,,,,,,,,,system display : 'Please enter title and content',,,,,0|i000v3:,,N2 Sprint 3,,,,,,,,Integration,"b1: click vào viết đánh giá
b2: enter số điện thoại
b3: để trông tiêu đề
b4 : để trống nội dung",Pass,,,To Do
IPF10 - Verify If Customer Name - First character cannot have space,N2-31,10273,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:49 PM,14/Mar/23 5:39 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""customer name cannot be empty""",,,,,0|i000ty:zzq,,N2 Sprint 2,,,,,,,,Integration,1) leave the first character blank,Fail,,,To Do
IPF09 - Verify If Customer Name - Customer name must not be blank,N2-30,10272,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:48 PM,14/Mar/23 5:39 PM,15/Mar/23 9:27 PM,,,0,EditCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Customer name cannot be empty""",,,,,0|i000ty:zzp,,N2 Sprint 2,,,,,,,,Integration,1) Leave customer name blank,Fail,,,To Do
IPF08 - Verify If Customer Name – Special characters are not allowed,N2-28,10270,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:47 PM,14/Mar/23 5:39 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""No special characters can be enter customer surname""",,,,,0|i000ty:zzo,,N2 Sprint 2,,,,,,,,Integration,"1) Enter special characters in the customer name field
2) click register",Fail,,,To Do
IPF07 - Verify If Customer Name – Numbers are not allowed,N2-27,10269,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:46 PM,14/Mar/23 5:38 PM,15/Mar/23 9:27 PM,,,0,EditCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""customer name cannot be entered number""",,,,,0|i000ty:zzm,,N2 Sprint 2,,,,,,,,Integration,"1) enter the number in the customer name
2) click register",Fail,,,To Do
IPF06 - Verify If Customer Name - Customer Name is required,N2-26,10268,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:45 PM,14/Mar/23 5:38 PM,15/Mar/23 9:27 PM,,,0,,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""customer name is required""",,,,,0|i000ty:zzl,,N2 Sprint 2,,,,,,,,Integration,"1) do not enter customer name
2) click register",Fail,,,To Do
IPF05 - Verify If Customer Surname - First character cannot have space,N2-25,10267,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:44 PM,14/Mar/23 5:38 PM,15/Mar/23 9:27 PM,,,0,NewCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""The first character must not have a space""",,,,,0|i000ty:zzki,,N2 Sprint 2,,,,,,,,Integration,1) Enter the first character space,Fail,,,To Do
IPF04 - Verify If Customer Surname be blank,N2-24,10266,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:43 PM,13/Mar/23 11:20 PM,15/Mar/23 9:27 PM,,,0,NewCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""Customer Surname cannot be blank""",,,,,0|i000ty:zzk,,N2 Sprint 2,,,,,,,,Integration,1) Leave blank customer surname,Fail,,,To Do
SC -verify review - after clicking on the review will show the rating sheet for the user to enter,N2-23,10265,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,ngocduong123nhox,62995be6a0eafd0069e9a3ab,ngocduong123nhox,62995be6a0eafd0069e9a3ab,06/Jan/23 3:42 PM,13/Mar/23 11:34 PM,15/Mar/23 9:27 PM,,,0,,after clicking on the review will show the rating sheet for the user to enter,,ngocduong123nhox,,62995be6a0eafd0069e9a3ab,,,,,,,,,,,system display: Show comment page,,,,,,,,,,,,,,system display: Show comment page,,,,,0|i000vv:,,N2 Sprint 3,,,,,,,,Integration,b1: click viết đánh giá,Pass,,,To Do
IPF03 - Verify if Customer Surname have Special characters are not allowed,N2-22,10264,Story,To Do,N2,N2_CD21CT6,software,Luân Nguyễn,629ea81a4e1a640070c2c30a,,Medium,,,,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,Phú Em Trần Thanh,62b44cfd5479e75d631d6f97,06/Jan/23 3:40 PM,13/Mar/23 11:20 PM,15/Mar/23 9:27 PM,,,0,NewCustomer,,,Phú Em Trần Thanh,,62b44cfd5479e75d631d6f97,,,,,,,,,,,- Still check but not showing error message,,,,,,,,,,BAN-8,New Customer,,,"- Error message: ""No special characters can be enter customer surname""",,,,,0|i000ty:zzi,,N2 Sprint 2,,,,,,,,Integration,"1) Enter special characters in the customer surname field
2) click register",Fail,,,To Do
